0.0	0.3825	0.0575	0.0175	0.0825	0.4575	0.0025	
0.0	0.23295019157088123	0.2099616858237548	0.020306513409961684	0.030268199233716476	0.41226053639846744	0.09425287356321839	
0.0	0.10416666666666667	0.2006172839506173	0.06635802469135803	0.14737654320987653	0.44212962962962965	0.03935185185185185	
0.0	0.670020120724346	0.004024144869215292	0.0482897384305835	0.006036217303822937	0.20925553319919518	0.06237424547283702	
0.0	0.07692307692307693	0.2729528535980149	0.10669975186104218	0.07444168734491315	0.39950372208436724	0.06947890818858561	
0.0	0.4364694471387003	0.11412867765923052	0.09182023924991917	0.021661817006142902	0.32201745877788557	0.013902360168121564	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Changes	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
attended	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
That	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
Margaret	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
celebrity	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
MAJOR	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
furnish	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
event	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
advanced	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
role	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
right	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
bought	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
Ministry	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
crook	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
!	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
essential	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
James	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
told	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
answer	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
possibly	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
Midwifery	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
meet	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
.	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
Team	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
few	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
purchased	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
7	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
arranged	0.0	0.0	0.5	0.0	0.0	0.5	0.0	
4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
;	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
quality	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
defender	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
?	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
cheque	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
wherever	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
steady	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
Kensington	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
A	0.0	0.0	0.0	0.0	0.07692307692307693	0.9230769230769231	0.0	
