0.0	0.3725	0.04	0.0125	0.085	0.49	0.0	
0.0	0.2081236520488857	0.22286125089863407	0.017972681524083392	0.03378864126527678	0.42810927390366643	0.08914450035945364	
0.0	0.08514986376021798	0.21389645776566757	0.06130790190735695	0.13419618528610355	0.470708446866485	0.03474114441416894	
0.0	0.6702702702702703	0.009009009009009009	0.05225225225225225	0.007207207207207207	0.20540540540540542	0.055855855855855854	
0.0	0.08430913348946135	0.2716627634660422	0.10772833723653395	0.06791569086651054	0.40046838407494145	0.06791569086651054	
0.0	0.4322250639386189	0.11281614094913328	0.0951974992895709	0.0196078431372549	0.3285024154589372	0.011651037226484797	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Changes	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
attended	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
That	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	
celebrity	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
MAJOR	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
furnish	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
event	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
advanced	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
role	4.0666937779585197E-4	0.0020333468889792597	4.0666937779585197E-4	4.0666937779585197E-4	4.0666937779585197E-4	4.0666937779585197E-4	4.0666937779585197E-4	
right	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
Ministry	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
geographies	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
distinction	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
essential	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
!	4.068348250610252E-4	4.068348250610252E-4	4.068348250610252E-4	4.068348250610252E-4	4.068348250610252E-4	4.068348250610252E-4	0.0016273393002441008	
crook	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
James	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
possibly	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	
.	3.5137034434293746E-4	3.5137034434293746E-4	3.5137034434293746E-4	3.5137034434293746E-4	3.5137034434293746E-4	3.5137034434293746E-4	0.1377371749824315	
Team	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
meet	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
Midwifery	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
few	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	
purchased	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
1	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	
troubles	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
arranged	4.07000407000407E-4	4.07000407000407E-4	8.14000814000814E-4	4.07000407000407E-4	4.07000407000407E-4	8.14000814000814E-4	4.07000407000407E-4	
4	4.0666937779585197E-4	4.0666937779585197E-4	4.0666937779585197E-4	4.0666937779585197E-4	4.0666937779585197E-4	0.0020333468889792597	4.0666937779585197E-4	
;	4.051863857374392E-4	4.051863857374392E-4	4.051863857374392E-4	4.051863857374392E-4	4.051863857374392E-4	0.005672609400324149	4.051863857374392E-4	
quality	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
defender	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
?	4.063388866314506E-4	4.063388866314506E-4	4.063388866314506E-4	4.063388866314506E-4	4.063388866314506E-4	4.063388866314506E-4	0.0028443722064201544	
cheque	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
wherever	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	
steady	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
Kensington	4.07000407000407E-4	0.001221001221001221	4.07000407000407E-4	4.07000407000407E-4	4.07000407000407E-4	4.07000407000407E-4	4.07000407000407E-4	
Sometimes	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	
A	4.051863857374392E-4	4.051863857374392E-4	4.051863857374392E-4	4.051863857374392E-4	4.051863857374392E-4	0.005672609400324149	4.051863857374392E-4	
made	4.0617384240454913E-4	4.0617384240454913E-4	0.003249390739236393	4.0617384240454913E-4	4.0617384240454913E-4	4.0617384240454913E-4	4.0617384240454913E-4	
imaginary	4.07000407000407E-4	4.07000407000407E-4	4.07000407000407E-4	0.001221001221001221	4.07000407000407E-4	4.07000407000407E-4	4.07000407000407E-4	
ignorance	4.07000407000407E-4	0.001221001221001221	4.07000407000407E-4	4.07000407000407E-4	4.07000407000407E-4	4.07000407000407E-4	4.07000407000407E-4	
biggest	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
parted	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	
I	3.9824771007566706E-4	0.022700119474313024	3.9824771007566706E-4	3.9824771007566706E-4	3.9824771007566706E-4	3.9824771007566706E-4	3.9824771007566706E-4	
needing	4.068348250610252E-4	4.068348250610252E-4	0.0016273393002441008	4.068348250610252E-4	4.068348250610252E-4	4.068348250610252E-4	4.068348250610252E-4	
J	4.0716612377850165E-4	8.143322475570033E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	4.0716612377850165E-4	
